ncm;cnro_enmienda;ncm_descri
52085990;006;Tejidos de algodon,estampados,peso >= 85%,gramaje <= a 200g/m2,ncop.
50030090;006;Desperdicios de seda excluidos s/cardar ni peinar
50030010;006;Desperdicios de seda s/cardar ni peinar
48236900;006;Bandejas,fuentes,platos,tazas y articulos similares de papel o de carton excluido de bambu
48169090;006;Papeles p/copiar o transferir,excluidos los de la partida 4809,ncop.
74199910;006;Telas metalicas de alambre de cobre
74199930;006;Resortes(muelles)de cobre
74199990;006;Manufacturas de cobre ncop.
74101119;006;Hojas s/soporte,de espesor <= a 0,07mm. , > a 0,04mm.,de cobre refinado,pureza >= a 99,85%
73066100;006;Tubos y perfiles huecos ncop.de hierro o acero,soldados,de seccion cuadrada o rectangular
73066900;006;Tubos y perfiles huecos ncop.de hierro o acero,soldados,excluidos de seccion circular
73061900;006;Tubos de hierro o acero excluido soldados  y de acero inoxidable,utilizados en oleoductos y/o gasoductos
73042200;006;Tubos s/costura de acero inoxidable,p/perforacion de pozos de petroleo o gas
73042400;006;Tubos s/costura de acero inoxidable,p/entubacion o produccion de pozos de petroleo o gas
72255010;006;Productos planos de acero rapido ncop.laminados en frio,ancho >= a 600mm.
70200010;006;Ampollas de vidrio p/termos u otros recipientes isotermicos aislados por vacio
70200090;006;Otras manufacturas de vidrio ncop.
70132800;006;Recipientes c/pie p/beber de vidrio excluidos vitroceramica y cristal al plomo
70134100;006;Articulos p/servicio de mesa,cocina,excluidos recipientes p/beber,de cristal al plomo
70134210;006;Cafeteras,teteras de vidrio c/coeficiente de dilatacion lineal <= a 5x10-6 por Kelvin,entre 0 y 300?C
69029040;006;Ladrillos,baldosas,similares ceramicos p/construccion,refractarios,de carburo de silicio
68128000;006;Fibras,mezlas y manufacturas a base de crocidolita
68129200;006;Papel, carton y fieltro de amianto excluido crocidolita
68129910;006;Juntas y otros elementos c/funcion similar de estanqueidad,de amianto excluido crocidolita
68129990;006;Manufacturas de amianto excluido crocidolita,ncop.
68138190;006;Guarniciones p/frenos ,excluido pastillas,de celulosa u otras sustancias minerales que no contengan amianto
64039990;006;Calzado c/suela de caucho o plastico y parte superior de cuero natural,ncop.
85269100;006;Aparatos de radionavegacion
85015290;006;Motores de corriente alterna,polifasicos,de potencia > a 750 W  y <=75 kW,ncop.
85015390;006;Motores de corriente alterna,polifasicos,de potencia > a 75 kW,ncop.
85016200;006;Generadores de corriente alterna(alternadores),de potencia > a 75 kVA y <= a 375 kVA
85016400;006;Generadores de corriente alterna(alternadores),de potencia > a 750 kVA
85021190;006;Grupo electrogeno c/motor de embolo de encendido por compresion,de potencia <= a 75kVA excluido de corriente alterna
85021110;006;Grupo electrogeno c/motor de embolo de encendido por compresion,de corriente alterna,de potencia <= a 75 kVA
85021210;006;Grupo electrogeno c/motor de embolo de encendido por compresion,de corriente alterna,de potencia > a 75 kVA y <= a 375 kVA
85021311;006;Grupo electrogeno c/motor de embolo de encendido por compresion,de corriente alterna,de potencia > a 375 kVA y <= a 430 kVA
85021390;006;Grupo electrogeno c/motor de embolo de encendido por compresion,de potencia > a 375kVA,ncop.
85022019;006;Grupo electrogeno c/motor de embolo de encendido por chispa,de corriente alterna,de potencia > a 210 kVA
85024090;006;Convertidores rotativos electricos excluidos de frecuencia
85024010;006;Convertidores rotativos electricos,de frecuencia
85030010;006;Partes de motores y generadores de las posiciones 8501.10,8501.20,8501.31,850132 u 8501.40.1
85042100;006;Transformadores de dielectrico liquido,de potencia <=a  650 kVA
85042200;006;Transformadores de dielectrico liquido,de potencia > a 650 kVA y <= a 10000 kVA
85043191;006;Transformadores de salida horizontal,c/tension de salida > a 18 kV y frecuencia de barrido horizontal >= a 32 kHz
61151013;006;Calzas,Panty-medias y leotardos de punto,de lana o pelo fino
61151021;006;Medias de mujer de punto,de titulo < a 67 decitex,de fibras sinteticas o artificiales
61151029;006;Medias de mujer de punto,de titulo < a 67 decitex, de materias textiles ncop.
61151099;006;Medias,calcetines y articulos similares de punto,de materias textiles ncop.
61152100;006;Calzas,Panty-medias y leotardos de punto ncop.,de fibras sinteticas con titulo < a 67 decitex
61152200;006;Calzas,Panty-medias y leotardos de punto ncop.,de fibras sinteticas con titulo >= a 67 decitex
61152910;006;Calzas,Panty-medias y leotardos de punto ncop.,de lana o  pelo fino
61152990;006;Calzas,Panty-medias y leotardos de punto ncop,de materias textiles ncop.
61153020;006;Medias de mujer de punto,de titulo < a 67 decitex, de algodon
61159400;006;Medias,calcetines y articulos similares de punto,de lana o pelo fino
62032990;006;Conjuntos excluidos de punto de materias textiles ncop.,p/hombres o ni?os
62079910;006;Camisetas,batas y similares de fibras sinteticas o artificiales,excluidas de punto,p/hombres o ni?os
62079990;006;Camisetas,batas y similares,p/hombres o ni?os,de materias textiles excluido algodon,fibras sinteticas,artificiales y de punto
62099010;006;Prendas y accesorios de vestir para bebes de  lana o pelo fino,excluido de punto
63025990;006;Ropa de mesa de materias textiles excluido de punto,algodon,lino,fibras sinteticas o artificiales
63031990;006;Visillos,cortinas,guardamalletas y rodapies de cama,de punto,de materias textiles excluido algodon
63061990;006;Toldos de materias textiles excluido algodon y fibras sinteticas
63063090;006;Velas de materias textiles excluido fibras sinteticas
63064090;006;Colchones neumaticos de materias textiles excluido algodon
64019990;006;Calzado impermeable c/suela y parte superior de caucho o plastico, ncop.
64029110;006;Calzado c/suela y parte superior de caucho o plastico,que cubran el tobillo c/puntera de metal p/proteccion, ncop.
64035110;006;Calzado totalmente de cuero natural que cubra el tobillo,c/plataforma de madera,s/plantilla y s/puntera de metal de proteccion
64035910;006;Calzado totalmente de cuero natural c/plataforma de madera,s/plantilla y s/puntera de metal y excluido que cubra el tobillo
64039910;006;Calzado c/suela de caucho o plastico y parte superior de cuero natural,c/plataforma de madera,s/plantilla y s/puntera de metal,ncop.
64035990;006;Calzado totalmente de cuero natural ncop.excluido que cubra el tobillo
64029190;006;Calzado c/suela y parte superior de caucho o plastico,que cubra el tobillo,ncop.
64029910;006;Calzado c/suela y parte superior de caucho o plastico,c/puntera de metal p/proteccion,ncop.
64019910;006;Calzado impermeable c/suela y parte superior de caucho o plastico,que cubran la rodilla
63029910;006;Ropa de tocador o cocina de lino
63061910;006;Toldos de algodon
63062910;006;Tiendas(carpas)de algodon
63062990;006;Tiendas(carpas)de materias textiles excluido algodon o fibras sinteticas
63063010;006;Velas de fibras sinteticas
63064010;006;Colchones neumaticos de algodon
62139010;006;Pa?uelos de bolsillo de seda o desperdicios de seda,excluidos de punto
62113910;006;Prendas de vestir ncop.p/hombres o ni?os,de lana o pelo fino,excluidas de punto
62113990;006;Prendas de vestir ncop.p/hombres o ni?os de materias textiles excluido de lana,pelo fino,algodon,fibras sinteticas,artificiales y de punto
62099090;006;Prendas y accesorios de vestir para bebes,de materias textiles excluido lana,pelo fino,algodon,fibras sinteticas y de punto
62059010;006;Camisas de lana o pelo fino,p/hombres o ni?os,excluido de punto
62059090;006;Camisas p/hombres o ni?os de materias textiles excluido de lana,pelo fino,algodon,fibras sinteticas y artificiales y de punto
85043192;006;Transformadores de Fl de deteccion,de relacion,de lineabilidad y de foco,de potencia <= a 1 kVA
85043199;006;Transformadores de potencia <= a 1kVA,ncop.
85043229;006;Transformadores de potencia > a 3 kVA y <= a 16 kVA excluidos p/frecuencias <= a 60 Hz
85043219;006;Transformadores de potencia >1 kVA <= 3kVA excluidos p/frecuencias <=60 Hz
85043400;006;Transformadores de potencia > a 500 kVA
85044050;006;Conversores electronicos de frecuencia p/variacion de velocidad de motores electricos
85044022;006;Rectificadores  electroliticos excluidos los cargadores de acumuladores
85044030;006;Convertidores de corriente continua
85045000;006;Bobinas de reactancia (autoinduccion),ncop.
85049090;006;Partes de transformadores electricos,convertidores electricos estaticos y bobinas de reactancia,ncop.
85049030;006;Partes de transformadores de las subpartidas 8504.21,8504.22,8504.23,8504.33 u 8504.34
85051100;006;Imanes permanentes y articulos destinados a ser imantados permanentemente,de metal
85051910;006;Imanes permanentes y articulos destinados a ser imantados permanentemente de ferrita(ceramicos)
85052010;006;Frenos(electromagneticos) que actuan por corriente de Foucault usado en vehiculos de las partidas 8701 a 8705
85059090;006;Partes de electroimanes,imanes permanentes,acoplamientos,embragues,variadores de velocidad,frenos,cabezas elevadoras,platos,mandriles y  similares,electromagneticos
85061020;006;Pilas de dioxido de manganeso excluidas alcalinas
85061010;006;Pilas alcalinas de dioxido de manganeso
85063090;006;Pilas y baterias de pilas de oxido de mercurio ncop.
85065010;006;Pilas de litio,c/volumen exterior <= a 300cm3
85066010;006;Pilas de aire-cinc,c/volumen exterior <= a 300cm3
85068090;006;Pilas y baterias de pilas ncop.
85072090;006;Acumuladores electricos de plomo excluidos de peso <= a 1000kg.y p/arranque de motores de explosion
85072010;006;Acumuladores electricos de plomo,de peso <= a 1000kg.,excluidos p/arranque de motores de explosion
85073090;006;Acumuladores electricos de niquel-cadmio, de peso > a 2500kg.
72254090;006;Productos planos de otros aceros aleados ncop.,laminados en caliente,ancho >= a 600mm.,s/enrollar
72259200;006;Productos laminados planos de otros aceros aleados ncop.,cincados excluidos electroliticamente,ancho >= a 600mm.
72261100;006;Productos laminados planos de acero magnetico al silicio de grano orientado,ancho < a 600mm.
72261900;006;Productos laminados planos de acero magnetico al silicio excluido de grano orientado,ancho < a 600mm.
72269200;006;Productos planos de otros aceros aleados ncop.laminados en frio,ancho < a 600mm.
72272000;006;Alambron de acero silicomanganeso
72281090;006;Barras de acero rapido,excluidas laminadas en caliente
72283000;006;Barras de otros aceros aleados ncop.,laminadas en caliente
72286000;006;Barras ncop.,de otros aceros aleados ncop.
72288000;006;Barras huecas p/perforacion de aceros aleados o s/alear
72299000;006;Alambre de otros aceros aleados ncop.
73021010;006;Rieles p/ferrocarril,de fundicion,hierro o acero,peso lineal >= a 25kg/m.y <=  a 57kg/m.
73024000;006;Bridas y placas de asiento p/rieles de ferrocarril de fundicion,hierro o acero
73042931;006;Tubos s/costura,aceros aleados s/revestir,diametro <= a 229mm.p/entubacion o produccion de pozos de petroleo o gas
73043190;006;Tubos s/costura ncop.de hierro o acero s/alear,laminados en frio,seccion circular,excluidos s/revestir
73043920;006;Tubos s/costura ncop.de hierro o acero s/alear,seccion circular,revestidos,diametro <= a 229mm.
73045190;006;Tubos s/costura ncop.seccion circular,laminados en frio, excluidos de diametro <= a 229mm.,de aceros aleados excluido inoxidable
73045990;006;Tubos s/costura ncop.seccion circular,de aceros aleados excluidos inoxidable,laminados en frio y diametro = a 229mm.
73049019;006;Tubos y perfiles huecos s/costura de hierro o acero,diametro <= a 229mm.,ncop.
73051100;006;Tubos soldados por arco sumergido,hierro,acero,diametro exterio > a 406,4mm.utilizados en oleoductos y/o gasoductos
73051200;006;Tubos hierro o acero,c/soldadura longitudinal,diametro exterior > a 406,4mm.utilizados en oleoductos y/o gasoductos,ncop.
73051900;006;Tubos hierro o acero,diametro exterior > a 406,4mm.utilizados en oleoductos y/o gasoductos,ncop.
73053100;006;Tubos c/soldadura longitudinal,hierro o acero,diametro exterior  > a 406,4mm.,ncop.
73059000;006;Tubos de hierro o acero,diametro exterior > a 406,4mm.ncop.
73064000;006;Tubos y perfiles huecos ncop.soldados,seccion circular,de acero inoxidable
73065000;006;Tubos y perfiles huecos ncop.,de seccion circular,de otros aceros aleados excluido inoxidable
73069020;006;Tubos y perfiles huecos ncop.,de acero inoxidable
73071100;006;Accesorios de tuberia,moldeados,de fundicion no maleable
73071990;006;Accesorios de tuberia moldeados,de fundicion,hierro o acero,ncop.
73071920;006;Accesorios de tuberia moldeados,de acero
73072200;006;Codos,curvas,manguitos de tuberias,de acero inoxidable,roscados
73072900;006;Accesorios de tuberias excluidos moldeados,de acero inoxidable,ncop.
73079200;006;Codos,curvas,manguitos de tuberias,de fundicion,hierro o acero,roscados,ncop.
73079900;006;Accesorios de tuberias excluidos moldeados,de fundicion,hierro o acero,ncop.
73083000;006;Puertas,ventanas,sus marcos,bastidores,umbrales,de fundicion,hierro o acero
73089010;006;Chapas,barras,perfiles,tubos y similares de fundicion,hierro o acero,preparados p/la construccion
73090020;006;Cisternas,cubas y similares capacidad > a 300l.excluidas p/gases,de fundicion,hierro,acero,isotermicos,refrigerados a nitrogeno liquido,p/semen,sangre,tejidos biologicos y productos similares
73090010;006;Cisternas,cubas y similares capacidad > a 300l.,de fundicion,hierro,acero,p/almacenamiento de granos o materias solidas
73101010;006;Recipientes isotermicos refrigerados a nitrogeno liquido,de los tipos utilizados para semen,sangre,tejidos biologicos y productos similares de fundicion,hierro o acero
85176141;006;Estaciones base de telecomunicaciones por satelite,principal terrestre fija s/conjunto antena-reflector
85176142;006;"Estaciones base de telecomunicaciones por satelite, VSAT (""Very Small Aperture Terminal"") sin conjunto antena"
85176214;006;Aparatos concentradores de lineas de abonados(terminal de central o terminal remota)
85176221;006;Centrales automaticas publicas,de conmutacion electronica,incluidas las de transito
85176224;006;Centrales automaticas privadas,de capacidad > a 200 lineas internas
85176261;006;Aparatos emisores c/receptor incorporado de sistema troncalizado
85176271;006;Terminales portatiles de sistema bidireccional de radiomensajes, numericas,de tasa de transmision <= a 112 kbits/s.
85176292;006;Aparatos receptores personales de radiomensajes,c/presentacion alfanumerica del mensaje en pantalla (display)
85176295;006;Aparatos p/recepcion,conversion y transmision o regeneracion de voz, imagen u otros datos, analogicos,terminales fijas s/fuente de energia propia
85192000;006;Aparatos de reproduccion de sonido activados c/monedas,billetes,tarjetas,fichas o cualquier otro medio de pago
85232990;006;Soportes magneticos  ncop.
85255011;006;Aparatos emisores de radiodifusion c/modulacion en amplitud por codigo o ancho de pulso,totalmente a semiconductores y potencia de salida > a 10 kW.
85255012;006;Aparatos emisores de radiodifusion c/modulacion en frecuencia,etapa de salida valvular y potencia > a 30kW.
85255023;006;Aparatos emisores de television en banda UHF,potencia de salida > a 10W.
85255029;006;Aparatos emisores de television ncop.
85256010;006;Aparatos emisores de radiodifusion c/aparato receptor incorporado
